storm_id,usa_atcf_id,date,latitude,longitude,wind
Maria-2017,AL152017,201710020000,47.5,-26.5,40
Maria-2017,AL152017,201710020600,48,-22,40
Maria-2017,AL152017,201710021200,48,-17,30
Nate-2017,AL162017,201710031200,10.7,-80.8,20
Nate-2017,AL162017,201710031800,11.1,-81.1,25
Nate-2017,AL162017,201710040000,11.4,-81.2,25
Nate-2017,AL162017,201710040600,11.7,-81.4,25
Nate-2017,AL162017,201710041200,12,-81.8,25
Nate-2017,AL162017,201710041800,12.3,-82.3,30
Nate-2017,AL162017,201710050000,12.6,-82.7,30
Nate-2017,AL162017,201710050600,13.1,-83.1,35
Nate-2017,AL162017,201710051200,13.9,-83.5,35
Nate-2017,AL162017,201710051800,14.5,-84,35
Nate-2017,AL162017,201710060000,15.3,-84.4,35
Nate-2017,AL162017,201710060600,16.3,-84.7,40
Nate-2017,AL162017,201710061200,17.9,-84.7,40
Nate-2017,AL162017,201710061800,19.5,-85.2,45
Nate-2017,AL162017,201710070000,21.3,-85.9,55
Nate-2017,AL162017,201710070600,23.5,-86.5,70
Nate-2017,AL162017,201710071200,25.7,-87.9,80
Nate-2017,AL162017,201710071800,27.6,-88.9,80
Nate-2017,AL162017,201710080000,29.1,-89.2,75
Nate-2017,AL162017,201710080520,30.4,-89,65
Nate-2017,AL162017,201710080600,30.5,-88.9,60
Nate-2017,AL162017,201710081200,32.2,-88,35
Nate-2017,AL162017,201710081800,34.1,-87.1,25
Nate-2017,AL162017,201710090000,36.2,-85.7,20
Nate-2017,AL162017,201710090600,39.1,-83.4,20
Nate-2017,AL162017,201710091200,41.5,-80.5,25
Nate-2017,AL162017,201710091800,43.1,-76.3,25
Nate-2017,AL162017,201710100000,44.2,-72,25
Nate-2017,AL162017,201710100600,45.6,-67.6,25
Nate-2017,AL162017,201710101200,46.1,-63.9,25
Nate-2017,AL162017,201710101800,46.5,-60.4,25
Nate-2017,AL162017,201710110000,47.5,-56,25
Ophelia-2017,AL172017,201710061200,31.8,-39.5,20
Ophelia-2017,AL172017,201710061800,32.3,-38.6,20
Ophelia-2017,AL172017,201710070000,32.9,-37.3,25
Ophelia-2017,AL172017,201710070600,32.7,-38.5,30
Ophelia-2017,AL172017,201710071200,32.3,-39.5,30
Ophelia-2017,AL172017,201710071800,31.5,-39.5,30
Ophelia-2017,AL172017,201710080000,31.3,-39.5,30
Ophelia-2017,AL172017,201710080600,31,-39.6,35
Ophelia-2017,AL172017,201710081200,30.6,-39.7,35
Ophelia-2017,AL172017,201710081800,30.4,-40.1,35
Ophelia-2017,AL172017,201710090000,30.5,-40.1,35
Ophelia-2017,AL172017,201710090600,30.9,-40,35
Ophelia-2017,AL172017,201710091200,31.3,-40,35
Ophelia-2017,AL172017,201710091800,31.7,-39.6,40
Ophelia-2017,AL172017,201710100000,32,-39.1,40
Ophelia-2017,AL172017,201710100600,31.9,-38.8,45
Ophelia-2017,AL172017,201710101200,31.6,-38.5,45
Ophelia-2017,AL172017,201710101800,31.3,-38.2,45
Ophelia-2017,AL172017,201710110000,30.9,-37.8,50
Ophelia-2017,AL172017,201710110600,30.4,-37.2,55
Ophelia-2017,AL172017,201710111200,30,-36.7,60
Ophelia-2017,AL172017,201710111800,29.8,-36.2,65
Ophelia-2017,AL172017,201710120000,29.9,-35.8,70
Ophelia-2017,AL172017,201710120600,30.2,-35.7,75
Ophelia-2017,AL172017,201710121200,30.4,-35.7,80
Ophelia-2017,AL172017,201710121800,30.5,-35.6,85
Ophelia-2017,AL172017,201710130000,30.5,-35.1,90
Ophelia-2017,AL172017,201710130600,30.9,-34.4,90
Ophelia-2017,AL172017,201710131200,31.4,-33.4,80
Ophelia-2017,AL172017,201710131800,32,-32.5,80
Ophelia-2017,AL172017,201710140000,32.6,-31.5,85
Ophelia-2017,AL172017,201710140600,33.4,-29.7,95
Ophelia-2017,AL172017,201710141200,34.2,-27.7,100
Ophelia-2017,AL172017,201710141800,35.3,-25.2,100
Ophelia-2017,AL172017,201710150000,36.4,-22.6,95
Ophelia-2017,AL172017,201710150600,37.9,-19.8,90
Ophelia-2017,AL172017,201710151200,39.9,-17,85
Ophelia-2017,AL172017,201710151800,43.1,-14.3,80
Ophelia-2017,AL172017,201710160000,47.6,-13.4,75
Ophelia-2017,AL172017,201710160600,50,-12.1,70
Ophelia-2017,AL172017,201710161100,51.9,-10.4,70
Ophelia-2017,AL172017,201710161200,52.3,-10,65
Ophelia-2017,AL172017,201710161800,55.3,-8.3,60
Ophelia-2017,AL172017,201710170000,57.3,-6.1,50
Ophelia-2017,AL172017,201710170600,58.7,-2.9,45
Ophelia-2017,AL172017,201710171200,59.3,1.5,40
Ophelia-2017,AL172017,201710171800,60.1,5.3,40
Philippe-2017,AL182017,201710271800,17.5,-84.2,30
Philippe-2017,AL182017,201710280000,18.2,-84.5,30
Philippe-2017,AL182017,201710280600,19.1,-84.3,30
Philippe-2017,AL182017,201710281200,20.1,-83.5,30
Philippe-2017,AL182017,201710281800,21.3,-82.4,35
Philippe-2017,AL182017,201710282200,22.2,-81.6,35
Philippe-2017,AL182017,201710290000,22.7,-81.2,30
Rina-2017,AL192017,201711041200,25.5,-52.3,25
Rina-2017,AL192017,201711041800,26.5,-52.1,25
Rina-2017,AL192017,201711050000,27.5,-52,25
Rina-2017,AL192017,201711050600,28.4,-52,25
Rina-2017,AL192017,201711051200,29,-51.9,25
Rina-2017,AL192017,201711051800,29.2,-51.7,30
Rina-2017,AL192017,201711060000,29.1,-51.2,30
Rina-2017,AL192017,201711060600,29,-50.7,30
Rina-2017,AL192017,201711061200,29.1,-50.4,30
Rina-2017,AL192017,201711061800,29.4,-50.2,30
Rina-2017,AL192017,201711070000,30,-50,35
Rina-2017,AL192017,201711070600,30.8,-49.9,40
Rina-2017,AL192017,201711071200,31.8,-49.5,40
Rina-2017,AL192017,201711071800,33,-49.1,40
Rina-2017,AL192017,201711080000,34.6,-48.7,45
Rina-2017,AL192017,201711080600,36.4,-48.7,50
Rina-2017,AL192017,201711081200,38.3,-48.8,45
Rina-2017,AL192017,201711081800,40.1,-49,45
Rina-2017,AL192017,201711090000,41.8,-48.8,45
Rina-2017,AL192017,201711090600,43.6,-48,40
Rina-2017,AL192017,201711091200,45.5,-47,40
